Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
10841,0.1464,0.0358,0.2799,0.2055,0.2055
10842,0.1464,0.1026,0.2799,0.2055,0.2055
10844,0.1464,0.0834,0.2799,0.2055,0.2055
10845,0.1464,0.0645,0.2345,0.2055,0.2055
10849,0.1464,0.0268,0.2927,0.2552,0.2552
10863,0.0844,0.0268,0.2628,0.1988,0.1988
10865,0.0844,0.0268,0.2628,0.1988,0.1988
10869,0.0844,0.0268,0.3103,0.1988,0.1988
10874,0.0844,0.0268,0.2795,0.1988,0.1988
10877,0.0844,0.0268,0.2795,0.1988,0.1988
10885,0.0844,0.0268,0.2279,0.1988,0.1988
10887,0.0844,0.0268,0.346,0.1988,0.1988
10890,0.0844,0.0268,0.346,0.2522,0.2522
10891,0.0844,0.1036,0.346,0.2522,0.2522
10901,0.1347,0.0847,0.38,0.2522,0.2522
10908,0.1347,0.0598,0.3674,0.1855,0.1855
10911,0.1347,0.13,0.3674,0.1855,0.1855
10912,0.1347,0.13,0.2794,0.1855,0.1855
10919,0.1347,0.13,0.2794,0.1855,0.1855
10920,0.0902,0.13,0.2794,0.1855,0.1855
10927,0.0902,0.0529,0.3413,0.1855,0.1855
10930,0.0902,0.084,0.2557,0.1855,0.1855
10934,0.0902,0.084,0.3096,0.2582,0.2582
10941,0.0902,0.0539,0.2233,0.2582,0.2582
10942,0.0902,0.0539,0.2233,0.2582,0.2582
10945,0.0902,0.0539,0.2875,0.2582,0.2582
10958,0.1611,0.0528,0.324,0.2176,0.2176
10959,0.1611,0.0528,0.2038,0.2176,0.2176
10967,0.1611,0.0528,0.4353,0.2176,0.2176
10971,0.1857,0.0528,0.4353,0.2176,0.2176
10973,0.1857,0.0345,0.3291,0.2176,0.2176
10979,0.1857,0.0345,0.3092,0.2176,0.2176
10992,0.1549,0.047,0.2359,0.2176,0.2176
10998,0.1164,0.047,0.2359,0.2176,0.2176
11009,0.1387,0.047,0.2359,0.2176,0.2176
11010,0.1387,0.047,0.2359,0.2176,0.2176
11016,0.1387,0.047,0.2359,0.2176,0.2176
11017,0.1387,0.0365,0.2359,0.2176,0.2176
11019,0.1387,0.0365,0.2359,0.2176,0.2176
11024,0.1387,0.0365,0.2359,0.2176,0.2176
11027,0.1387,0.0365,0.2359,0.2176,0.2176
11032,0.1711,0.0365,0.2359,0.2176,0.2176
11033,0.1711,0.0365,0.2359,0.2176,0.2176
11035,0.1711,0.0365,0.4009,0.2176,0.2176
11039,0.1359,0.0571,0.204,0.2176,0.2176
11049,0.1038,0.0347,0.2282,0.2176,0.2176
11052,0.1038,0.0347,0.2282,0.2176,0.2176
11056,0.1038,0.0347,0.2282,0.2176,0.2176
11060,0.1038,0.0347,0.2282,0.196,0.196
11061,0.1038,0.0347,0.3363,0.196,0.196
11068,0.1319,0.1153,0.2659,0.1676,0.1676
11071,0.1319,0.1153,0.2659,0.1676,0.1676
11073,0.1319,0.1153,0.2659,0.1676,0.1676
11079,0.1319,0.0331,0.2196,0.1676,0.1676
11090,0.1133,0.0331,0.2033,0.2954,0.2954
11091,0.1133,0.0331,0.2033,0.2954,0.2954
11096,0.1358,0.0443,0.3094,0.2954,0.2954
11097,0.1358,0.0443,0.3094,0.2954,0.2954
11107,0.1358,0.0377,0.296,0.2954,0.2954
11116,0.124,0.0377,0.2201,0.2954,0.2954
11122,0.124,0.0319,0.2349,0.2954,0.2954
11124,0.124,0.0319,0.2349,0.2954,0.2954
11134,0.2089,0.0319,0.2213,0.2437,0.2437
11137,0.2089,0.3365,0.331,0.2437,0.2437
11138,0.2089,0.3365,0.331,0.2437,0.2437
11139,0.2089,0.3365,0.331,0.2437,0.2437
11144,0.2089,0.1246,0.4021,0.2437,0.2437
11148,0.1761,0.0377,0.2658,0.3341,0.3341
11156,0.1761,0.0377,0.2658,0.3341,0.3341
11160,0.1761,0.0377,0.2658,0.3341,0.3341
11162,0.1761,0.0377,0.2658,0.2757,0.2757
11167,0.1081,0.0377,0.2658,0.2757,0.2757
11173,0.1081,0.0842,0.2658,0.2271,0.2271
11182,0.0844,0.0842,0.2441,0.2271,0.2271
11186,0.0844,0.0842,0.2441,0.1802,0.1802
11187,0.0844,0.0453,0.2441,0.1802,0.1802
11191,0.0844,0.0453,0.2441,0.1602,0.1602
11192,0.0844,0.0453,0.2441,0.1602,0.1602
11195,0.0844,0.0453,0.2441,0.1602,0.1602
11196,0.0844,0.0453,0.2441,0.1602,0.1602
11199,0.0844,0.0453,0.2441,0.1602,0.1602
11218,0.14,0.0292,0.2597,0.3533,0.3533
11223,0.14,0.0292,0.2597,0.2043,0.2043
11224,0.14,0.0292,0.2597,0.2043,0.2043
11227,0.14,0.0292,0.2597,0.2043,0.2043
11229,0.14,0.0292,0.2597,0.2043,0.2043
11238,0.2119,0.066,0.2866,0.1836,0.1836
11240,0.2119,0.066,0.2866,0.1836,0.1836
11242,0.2119,0.066,0.2866,0.1836,0.1836
11243,0.2119,0.066,0.2866,0.1836,0.1836
11251,0.1886,0.049,0.2866,0.2562,0.2562
11261,0.1886,0.1569,0.2866,0.2562,0.2562
11277,0.1886,0.0548,0.2511,0.2993,0.2993
11311,0.1387,0.0481,0.2144,0.2077,0.2077
11317,0.1387,0.0627,0.2796,0.2077,0.2077
11318,0.1387,0.133,0.3406,0.2077,0.2077
11322,0.1387,0.064,0.2717,0.2077,0.2077
11327,0.1391,0.0318,0.2717,0.2668,0.2668
11331,0.1391,0.0453,0.1613,0.2668,0.2668
11338,0.1391,0.0453,0.3628,0.2668,0.2668
11342,0.1391,0.0453,0.3015,0.2668,0.2668
11346,0.1391,0.0382,0.2832,0.2668,0.2668
11354,0.1927,0.0382,0.2609,0.19,0.19
11357,0.1927,0.0382,0.3297,0.19,0.19
11367,0.1927,0.1667,0.1938,0.19,0.19
11377,0.0767,0.0226,0.2321,0.19,0.19
11383,0.0767,0.0226,0.1337,0.19,0.19
11387,0.0767,0.0226,0.1337,0.2798,0.2798
11391,0.0767,0.0226,0.2366,0.2798,0.2798
11392,0.0767,0.0226,0.1711,0.2798,0.2798
11393,0.0767,0.0226,0.1711,0.2798,0.2798
11409,0.0697,0.0343,0.2952,0.2039,0.2039
11421,0.0697,0.0343,0.2589,0.1645,0.1645
11429,0.0965,0.0299,0.2589,0.1645,0.1645
11430,0.0965,0.0299,0.2589,0.1645,0.1645
11433,0.0965,0.0299,0.2589,0.1645,0.1645
11434,0.0965,0.0299,0.2589,0.1645,0.1645
11439,0.0965,0.0299,0.2589,0.1645,0.1645
11441,0.0965,0.0299,0.2589,0.1645,0.1645
11452,0.2186,0.073,0.2723,0.288,0.288
11453,0.2186,0.0972,0.2723,0.288,0.288
11454,0.1863,0.0972,0.2169,0.288,0.288
11457,0.1863,0.0972,0.3738,0.288,0.288
11461,0.1863,0.0467,0.2312,0.288,0.288
11463,0.1863,0.0467,0.378,0.288,0.288
11466,0.1863,0.0343,0.252,0.2527,0.2527
11474,0.1416,0.0287,0.252,0.2527,0.2527
11480,0.1244,0.0287,0.2119,0.1879,0.1879
11482,0.1244,0.0975,0.3911,0.1879,0.1879
11483,0.1244,0.0975,0.3911,0.1879,0.1879
11489,0.1244,0.1119,0.2723,0.1879,0.1879
11490,0.1244,0.1119,0.2723,0.1879,0.1879
11491,0.1244,0.1119,0.2723,0.1879,0.1879
11500,0.1938,0.0261,0.2723,0.1879,0.1879
11506,0.1938,0.0212,0.2723,0.1478,0.1478
11508,0.1938,0.0381,0.3788,0.1478,0.1478
11512,0.1938,0.1878,0.3092,0.1478,0.1478
11520,0.1458,0.0212,0.284,0.1478,0.1478
11521,0.1458,0.0212,0.284,0.1478,0.1478
11527,0.1458,0.0212,0.1822,0.1478,0.1478
11534,0.1179,0.0212,0.3035,0.2558,0.2558
11539,0.1179,0.0971,0.4075,0.3727,0.3727
11540,0.1179,0.0823,0.4075,0.3727,0.3727
11547,0.1179,0.1503,0.4071,0.3727,0.3727
11551,0.0818,0.0198,0.3299,0.2851,0.2851
11557,0.0818,0.0198,0.2709,0.1816,0.1816
11563,0.0818,0.0198,0.2364,0.1816,0.1816
11569,0.0818,0.0198,0.405,0.1816,0.1816
11570,0.0818,0.0198,0.405,0.1816,0.1816
11575,0.1187,0.0364,0.2319,0.1816,0.1816
11576,0.1187,0.0364,0.2319,0.1816,0.1816
11578,0.1187,0.0364,0.2319,0.2278,0.2278
11581,0.1187,0.0941,0.4072,0.2278,0.2278
11584,0.1187,0.0941,0.2154,0.2278,0.2278
11590,0.1187,0.0654,0.3874,0.2278,0.2278
11591,0.1187,0.0654,0.2559,0.2278,0.2278
11597,0.1187,0.0234,0.2764,0.2278,0.2278
11610,0.1187,0.0234,0.228,0.2278,0.2278
11614,0.1655,0.0234,0.2559,0.2278,0.2278
11615,0.1438,0.0234,0.2559,0.2278,0.2278
11616,0.1438,0.0234,0.2434,0.2278,0.2278
11627,0.1438,0.0793,0.2205,0.2278,0.2278
11629,0.1438,0.0877,0.3265,0.2278,0.2278
11631,0.1438,0.0551,0.2805,0.2278,0.2278
11636,0.1951,0.0551,0.2805,0.2278,0.2278
11640,0.1527,0.0297,0.2805,0.2278,0.2278
11642,0.1527,0.0327,0.2805,0.2278,0.2278
11645,0.1246,0.0327,0.2805,0.2278,0.2278
11648,0.1246,0.0327,0.2805,0.2278,0.2278
11651,0.1246,0.0327,0.2805,0.2278,0.2278
11653,0.1246,0.0284,0.2805,0.2278,0.2278
11655,0.1246,0.0284,0.4271,0.2278,0.2278
11657,0.1246,0.0284,0.268,0.2278,0.2278
11661,0.1739,0.0284,0.2327,0.2278,0.2278
11666,0.1507,0.0284,0.2327,0.2278,0.2278
11673,0.1507,0.0733,0.3287,0.2278,0.2278
11680,0.1507,0.0733,0.2517,0.2278,0.2278
11685,0.1317,0.0274,0.2677,0.2278,0.2278
11690,0.1317,0.0274,0.2677,0.2278,0.2278
11694,0.1317,0.0274,0.2677,0.2278,0.2278
11698,0.1317,0.0274,0.2267,0.2278,0.2278
11699,0.1317,0.0274,0.2267,0.2278,0.2278
11702,0.1317,0.0274,0.4179,0.2278,0.2278
11705,0.1317,0.0499,0.2409,0.2278,0.2278
11710,0.1682,0.0499,0.2409,0.2278,0.2278
11714,0.1682,0.1231,0.2409,0.2278,0.2278
11721,0.1682,0.0311,0.2975,0.2278,0.2278
11727,0.1682,0.0311,0.126,0.2278,0.2278
11734,0.1682,0.0311,0.4313,0.2278,0.2278
11741,0.1682,0.0836,0.5391,0.2278,0.2278
11750,0.0961,0.1225,0.4221,0.2278,0.2278
11757,0.0961,0.0512,0.5223,0.2278,0.2278
11763,0.0961,0.0448,0.2661,0.2278,0.2278
11765,0.0961,0.0448,0.1223,0.2278,0.2278
11776,0.1279,0.0283,0.3352,0.2278,0.2278
11778,0.2245,0.0313,0.2466,0.2278,0.2278
11788,0.2245,0.0346,0.3529,0.2278,0.2278
11790,0.2245,0.041,0.2905,0.2278,0.2278
11792,0.1304,0.0256,0.4097,0.2278,0.2278
11793,0.1304,0.0256,0.3488,0.2278,0.2278
11801,0.1063,0.0256,0.2898,0.2278,0.2278
11808,0.1063,0.0256,0.3547,0.2278,0.2278
11810,0.1063,0.0256,0.3547,0.2278,0.2278
11826,0.1771,0.099,0.3441,0.2278,0.2278
11829,0.1771,0.0814,0.1621,0.2278,0.2278
11834,0.1771,0.0527,0.2414,0.2278,0.2278
11850,0.2452,0.0531,0.264,0.2278,0.2278
11852,0.2452,0.0534,0.264,0.2278,0.2278
11861,0.1687,0.0214,0.1865,0.2278,0.2278
11864,0.1687,0.0174,0.1865,0.2278,0.2278
11866,0.1687,0.0174,0.1865,0.2278,0.2278
11891,0.1263,0.0414,0.4272,0.2569,0.2569
11895,0.1265,0.0414,0.2424,0.2569,0.2569
11901,0.113,0.0252,0.2742,0.2569,0.2569
11905,0.113,0.0252,0.2026,0.2569,0.2569
11918,0.113,0.5509,0.3489,0.2569,0.2569
11927,0.113,0.036,0.272,0.2569,0.2569
11928,0.113,0.036,0.272,0.2569,0.2569
11937,0.1685,0.0201,0.1664,0.2569,0.2569
11946,0.1407,0.0201,0.4002,0.196,0.196
11952,0.1117,0.2093,0.7598,0.2137,0.2137
11958,0.1265,0.1496,0.2311,0.2137,0.2137
11963,0.1265,0.2158,0.4539,0.2137,0.2137
11968,0.1265,0.0256,0.3023,0.2631,0.2631
11970,0.1353,0.0256,0.355,0.2631,0.2631
11979,0.1353,0.1299,0.1388,0.2631,0.2631
11987,0.1353,0.047,0.3345,0.2042,0.2042
11988,0.1353,0.047,0.3345,0.2042,0.2042
11989,0.2198,0.047,0.3786,0.2042,0.2042
11997,0.183,0.0259,0.1925,0.2042,0.2042
12000,0.183,0.0259,0.459,0.2042,0.2042
12001,0.183,0.0259,0.459,0.2042,0.2042
12019,0.2597,0.0644,0.4921,0.2403,0.2403
12020,0.2597,0.114,0.5609,0.2403,0.2403
12021,0.1727,0.114,0.623,0.2403,0.2403
12029,0.1727,0.1572,0.2293,0.2403,0.2403
12030,0.1727,0.1572,0.2293,0.2403,0.2403
12031,0.1727,0.196,0.6835,0.2403,0.2403
12038,0.1628,0.062,0.2044,0.302,0.302
12039,0.1628,0.062,0.2044,0.302,0.302
12045,0.1971,0.185,0.2118,0.302,0.302
12046,0.1971,0.185,0.2118,0.302,0.302
12052,0.1971,0.0562,0.4452,0.2,0.2
12054,0.1971,0.0562,0.4452,0.2,0.2
12057,0.1971,0.0314,0.3318,0.2,0.2
12058,0.1971,0.0259,0.3318,0.2,0.2
12059,0.1971,0.0259,0.3793,0.2,0.2
12076,0.1202,0.0259,0.2529,0.2344,0.2344
12079,0.1202,0.1297,0.5706,0.2344,0.2344
12081,0.1202,0.1101,0.3142,0.2344,0.2344
12090,0.1202,0.0746,0.3341,0.2344,0.2344
12100,0.2511,0.1425,0.3279,0.3191,0.3191
12104,0.2185,0.0192,0.3069,0.3191,0.3191
12105,0.2185,0.0192,0.3069,0.3191,0.3191
12106,0.2185,0.0192,0.3304,0.3191,0.3191
12107,0.2185,0.0192,0.3304,0.3191,0.3191
12111,0.2185,0.0192,0.3304,0.2927,0.2927
12113,0.2185,0.0192,0.3678,0.2927,0.2927
12115,0.2185,0.0192,0.2821,0.2927,0.2927
12118,0.1369,0.0192,0.2821,0.2927,0.2927
12127,0.1369,0.0192,0.2622,0.1401,0.1401
12132,0.1834,0.3634,0.4403,0.1401,0.1401
12134,0.1834,0.281,0.4403,0.1401,0.1401
12136,0.1465,0.1682,0.4056,0.1401,0.1401
12145,0.1465,0.0282,0.3091,0.2442,0.2442
12147,0.1357,0.0282,0.2817,0.2442,0.2442
12155,0.1357,0.0282,0.1039,0.2991,0.2991
12158,0.1441,0.0282,0.1039,0.2991,0.2991
12162,0.1441,0.0405,0.6232,0.2991,0.2991
12166,0.1441,0.0405,0.2545,0.2991,0.2991
12167,0.1441,0.0405,0.2545,0.1639,0.1639
12177,0.213,0.0216,0.3575,0.1639,0.1639
12180,0.213,0.0216,0.3276,0.1639,0.1639
12184,0.213,0.0216,0.5734,0.1639,0.1639
12186,0.213,0.0337,0.5043,0.1639,0.1639
12193,0.1517,0.0337,0.5016,0.1639,0.1639
12198,0.1517,0.0337,0.1474,0.1639,0.1639
12199,0.1517,0.0337,0.1474,0.1639,0.1639
12200,0.1517,0.107,0.4065,0.1639,0.1639
12204,0.1517,0.0687,0.3725,0.1639,0.1639
12209,0.1517,0.0284,0.2364,0.2569,0.2569
12212,0.1517,0.0284,0.1858,0.2569,0.2569
12214,0.0931,0.0284,0.1858,0.2569,0.2569
12220,0.0701,0.0355,0.4768,0.2182,0.2182
12221,0.0701,0.0355,0.4523,0.2182,0.2182
12224,0.0701,0.0355,0.1932,0.2182,0.2182
12225,0.0701,0.0355,0.1932,0.2182,0.2182
12233,0.0701,0.0317,0.1402,0.2453,0.2453
12234,0.0701,0.0317,0.1402,0.2453,0.2453
12236,0.0701,0.0272,0.1402,0.2453,0.2453
12239,0.0701,0.0272,0.3033,0.2453,0.2453
12241,0.0773,0.0486,0.3033,0.2265,0.2265
12244,0.0773,0.0486,0.1259,0.2265,0.2265
12246,0.0773,0.0486,0.1259,0.2265,0.2265
12252,0.1244,0.1492,0.3677,0.2265,0.2265
12260,0.1244,0.0902,0.3633,0.2119,0.2119
12263,0.1244,0.0244,0.1926,0.2119,0.2119
12264,0.1244,0.0244,0.2625,0.2119,0.2119
12288,0.1233,0.0363,0.3252,0.4185,0.4185
12294,0.1233,0.0182,0.1869,0.1434,0.1434
12302,0.0845,0.0162,0.4257,0.1434,0.1434
12306,0.0845,0.0162,0.2881,0.1698,0.1698
12307,0.0845,0.0162,0.2881,0.1698,0.1698
12318,0.0878,0.0162,0.2187,0.1449,0.1449
12320,0.0878,0.0162,0.2187,0.1449,0.1449
12329,0.0878,0.0162,0.2187,0.1292,0.1292
12332,0.0878,0.0162,0.2187,0.1292,0.1292
12334,0.0878,0.0162,0.2187,0.1602,0.1602
12338,0.0985,0.0226,0.2419,0.1602,0.1602
12341,0.0985,0.0782,0.284,0.1602,0.1602
12348,0.0985,0.0521,0.2041,0.2319,0.2319
12357,0.0985,0.1999,0.2959,0.2319,0.2319
12358,0.0985,0.099,0.2959,0.3607,0.3607
12360,0.1433,0.0215,0.2959,0.3607,0.3607
12367,0.1681,0.0215,0.251,0.3607,0.3607
12373,0.1537,0.032,0.3419,0.188,0.188
12375,0.1537,0.032,0.435,0.188,0.188
12380,0.1537,0.0403,0.1837,0.1393,0.1393
12384,0.2016,0.0485,0.3146,0.1393,0.1393
12387,0.1665,0.0203,0.221,0.1393,0.1393
12389,0.1665,0.0203,0.1748,0.1393,0.1393
12402,0.1378,0.0203,0.1811,0.1393,0.1393
12412,0.1378,0.0322,0.3077,0.3313,0.3313
12414,0.1378,0.0322,0.3077,0.3313,0.3313
12422,0.1107,0.0189,0.4104,0.3074,0.3074
12438,0.1275,0.0189,0.2542,0.1718,0.1718
12439,0.1275,0.0189,0.2542,0.1718,0.1718
12441,0.1551,0.0874,0.2542,0.1718,0.1718
12447,0.1841,0.0365,0.213,0.1718,0.1718
12449,0.1841,0.0248,0.3115,0.1718,0.1718
12450,0.1841,0.0248,0.3115,0.1718,0.1718
12457,0.1841,0.2005,0.2629,0.2624,0.2624
12460,0.1101,0.2005,0.2629,0.2624,0.2624
12462,0.1101,0.0597,0.2629,0.2624,0.2624
12464,0.1101,0.033,0.2629,0.2236,0.2236
12469,0.1101,0.033,0.2629,0.2236,0.2236
12470,0.1101,0.1495,0.2629,0.2236,0.2236
12472,0.1101,0.1113,0.2629,0.2236,0.2236
12475,0.155,0.1113,0.2629,0.2743,0.2743
12481,0.1931,0.0271,0.2629,0.2059,0.2059
12485,0.1931,0.0271,0.2017,0.2059,0.2059
12487,0.2455,0.0271,0.2017,0.179,0.179
12488,0.2455,0.0271,0.2017,0.179,0.179
12496,0.1106,0.0239,0.3771,0.151,0.151
12506,0.0953,0.0392,0.3161,0.1666,0.1666
12511,0.0953,0.096,0.2319,0.1666,0.1666
12516,0.0953,0.0375,0.4631,0.1666,0.1666
12518,0.0953,0.0169,0.4631,0.1666,0.1666
12519,0.0953,0.0169,0.4631,0.1666,0.1666
12530,0.1156,0.0169,0.3308,0.4404,0.4404
12533,0.1269,0.0169,0.1801,0.4404,0.4404
12544,0.1545,0.0169,0.2805,0.211,0.211
12545,0.1545,0.0169,0.2805,0.211,0.211
12547,0.1545,0.0666,0.3506,0.211,0.211
12548,0.1545,0.0666,0.3506,0.211,0.211
12552,0.0774,0.0543,0.2372,0.2935,0.2935
12558,0.0774,0.0925,0.2951,0.2935,0.2935
12559,0.0774,0.0925,0.2951,0.2935,0.2935
12575,0.0774,0.0504,0.2227,0.2828,0.2828
12578,0.0774,0.0323,0.3526,0.3129,0.3129
12582,0.0774,0.0323,0.3526,0.336,0.336
12584,0.0774,0.0323,0.2894,0.336,0.336
12593,0.0774,0.026,0.159,0.2347,0.2347
12615,0.1684,0.0288,0.1494,0.2798,0.2798
12622,0.1619,0.0288,0.2716,0.2798,0.2798
12624,0.1619,0.0288,0.2716,0.2798,0.2798
12629,0.1217,0.1754,0.6229,0.1899,0.1899
12632,0.1217,0.111,0.1913,0.1899,0.1899
12635,0.1217,0.111,0.1465,0.1899,0.1899
12637,0.1217,0.111,0.3872,0.1899,0.1899
12638,0.1217,0.0378,0.3872,0.1899,0.1899
12642,0.1167,0.0378,0.3119,0.3359,0.3359
12664,0.1265,0.0358,0.2149,0.1841,0.1841
12666,0.1265,0.0358,0.2603,0.1841,0.1841
12668,0.1265,0.0358,0.3054,0.1841,0.1841
12676,0.1351,0.0358,0.2804,0.0991,0.0991
12679,0.0784,0.0358,0.1702,0.0991,0.0991
12680,0.0784,0.0358,0.2819,0.086,0.086
12686,0.0784,0.0454,0.148,0.086,0.086
12687,0.0918,0.0454,0.1211,0.086,0.086
12701,0.1651,0.0324,0.4705,0.3432,0.3432
12702,0.1651,0.0324,0.2531,0.3432,0.3432
12703,0.1651,0.0324,0.1635,0.3432,0.3432
12705,0.0931,0.0324,0.2215,0.3432,0.3432
12709,0.0931,0.0324,0.4408,0.3432,0.3432
12719,0.0931,0.0572,0.1501,0.1886,0.1886
12722,0.0931,0.1023,0.3222,0.1886,0.1886
12723,0.1169,0.1023,0.3222,0.2254,0.2254
12733,0.0889,0.0637,0.1556,0.2862,0.2862
12745,0.0942,0.037,0.2224,0.1509,0.1509
12747,0.0942,0.037,0.3486,0.1509,0.1509
12752,0.1799,0.0323,0.2886,0.1509,0.1509
12756,0.1592,0.0323,0.2309,0.1509,0.1509
12759,0.3081,0.042,0.5708,0.1509,0.1509
12760,0.3081,0.042,0.5708,0.1509,0.1509
12765,0.3081,0.0382,0.4032,0.3217,0.3217
12767,0.3081,0.0382,0.151,0.3217,0.3217
12771,0.23,0.0382,0.2657,0.3217,0.3217
12775,0.1805,0.0382,0.1664,0.2333,0.2333
12778,0.1805,0.0382,0.1664,0.2333,0.2333
12780,0.1805,0.0382,0.2478,0.2333,0.2333
12781,0.1805,0.0566,0.2383,0.2333,0.2333
12787,0.0822,0.0566,0.1683,0.2333,0.2333
12789,0.0822,0.0477,0.2138,0.1798,0.1798
12794,0.0822,0.0477,0.1643,0.1798,0.1798
12796,0.0822,0.0477,0.2387,0.1798,0.1798
12798,0.1017,0.0477,0.4366,0.1798,0.1798
12800,0.1017,0.0477,0.4366,0.1798,0.1798
12805,0.1017,0.0952,0.3196,0.1651,0.1651
12811,0.1017,0.0844,0.375,0.1884,0.1884
12812,0.1017,0.0844,0.375,0.1884,0.1884
12821,0.2136,0.0688,0.4865,0.2145,0.2145
12823,0.2136,0.0688,0.4326,0.2145,0.2145
12829,0.1624,0.0248,0.3546,0.1901,0.1901
12831,0.1624,0.0248,0.1595,0.1901,0.1901
12838,0.1624,0.0248,0.139,0.1671,0.1671
12843,0.1624,0.0248,0.6382,0.1671,0.1671
12844,0.1624,0.0248,0.1127,0.1671,0.1671
12848,0.1133,0.0248,0.1127,0.1671,0.1671
12853,0.1133,0.0248,0.1419,0.1671,0.1671
12855,0.0989,0.0248,0.2795,0.4702,0.4702
12856,0.0989,0.0248,0.2207,0.4702,0.4702
12857,0.0989,0.0278,0.2207,0.4702,0.4702
12864,0.0989,0.0348,0.2207,0.4702,0.4702
12866,0.0989,0.0348,0.2207,0.3388,0.3388
12868,0.0989,0.0348,0.2207,0.3388,0.3388
12871,0.0989,0.0601,0.1953,0.2957,0.2957
12876,0.0989,0.0601,0.1953,0.2957,0.2957
12887,0.0989,0.047,0.2935,0.2957,0.2957
12900,0.0989,0.0716,0.2245,0.2234,0.2234
12906,0.1344,0.0716,0.2245,0.2234,0.2234
12911,0.1344,0.1383,0.322,0.1794,0.1794
12924,0.1675,0.0824,0.2035,0.1794,0.1794
12940,0.1101,0.0297,0.2189,0.1625,0.1625
12946,0.1101,0.016,0.1704,0.2688,0.2688
12954,0.0825,0.016,0.1875,0.2688,0.2688
12956,0.0825,0.016,0.2879,0.2688,0.2688
12963,0.0825,0.016,0.2166,0.2118,0.2118
12966,0.0825,0.016,0.3806,0.2118,0.2118
12972,0.0903,0.0182,0.3774,0.2118,0.2118
12979,0.0903,0.0182,0.3096,0.249,0.249
12984,0.0903,0.0182,0.3466,0.249,0.249
12985,0.0903,0.0182,0.2709,0.249,0.249
12987,0.0903,0.0182,0.2709,0.249,0.249
13002,0.1002,0.0182,0.2231,0.249,0.249
13004,0.1002,0.0182,0.2231,0.249,0.249
13007,0.1002,0.0182,0.1863,0.249,0.249
13021,0.1002,0.0399,0.1388,0.2967,0.2967
13036,0.1153,0.0171,0.2256,0.2381,0.2381
13045,0.1153,0.0171,0.2852,0.2381,0.2381
13056,0.1182,0.0171,0.3706,0.1855,0.1855
13058,0.1182,0.0976,0.3706,0.1855,0.1855
13069,0.1182,0.0719,0.1712,0.1855,0.1855
13080,0.1701,0.037,0.5578,0.1855,0.1855
13082,0.1701,0.0596,0.4561,0.1855,0.1855
13086,0.1461,0.0448,0.3396,0.1855,0.1855
13094,0.1461,0.0448,0.1581,0.2353,0.2353
13100,0.1461,0.0448,0.3356,0.2353,0.2353
13101,0.1461,0.0448,0.1272,0.2353,0.2353
13106,0.1461,0.0289,0.1272,0.2603,0.2603
13116,0.1461,0.0289,0.3495,0.2603,0.2603
13117,0.2137,0.0289,0.303,0.2603,0.2603
13123,0.1688,0.0289,0.1919,0.2797,0.2797
13124,0.1688,0.0289,0.1919,0.2797,0.2797
13130,0.1688,0.1206,0.5288,0.2797,0.2797
13131,0.1688,0.1206,0.5704,0.2797,0.2797
13145,0.1011,0.0284,0.1071,0.2189,0.2189
13151,0.1011,0.0424,0.5271,0.2189,0.2189
13154,0.1011,0.0424,0.2587,0.4017,0.4017
13168,0.1011,0.0424,0.1778,0.3247,0.3247
13169,0.1011,0.0424,0.1778,0.2575,0.2575
13171,0.1011,0.0424,0.1778,0.2575,0.2575
13177,0.1011,0.0424,0.2992,0.2575,0.2575
13179,0.1011,0.0233,0.2612,0.2575,0.2575
13194,0.1232,0.0494,0.2181,0.2966,0.2966
13198,0.1232,0.0494,0.3214,0.2966,0.2966
13204,0.1232,0.0494,0.1534,0.2633,0.2633
13210,0.1393,0.0494,0.1534,0.2633,0.2633
13222,0.1101,0.0239,0.1662,0.2633,0.2633
13228,0.1101,0.0239,0.3702,0.2315,0.2315
13231,0.1101,0.0239,0.2685,0.2315,0.2315
13236,0.1101,0.0366,0.2977,0.2315,0.2315
13239,0.1101,0.0366,0.4013,0.2555,0.2555
13247,0.109,0.0366,0.37,0.2555,0.2555
13252,0.109,0.0228,0.2998,0.2555,0.2555
13255,0.109,0.0228,0.3199,0.2823,0.2823
13260,0.109,0.0228,0.2204,0.2823,0.2823
13264,0.109,0.0228,0.2739,0.2823,0.2823
13266,0.109,0.0228,0.1955,0.2823,0.2823
13270,0.134,0.0228,0.1432,0.3357,0.3357
13280,0.1094,0.0351,0.1617,0.2401,0.2401
13283,0.1094,0.0285,0.2208,0.2401,0.2401
13285,0.1094,0.0285,0.1121,0.2401,0.2401
13295,0.1389,0.0285,0.2705,0.3308,0.3308
13300,0.1389,0.0223,0.2889,0.3308,0.3308
13310,0.1478,0.0223,0.1504,0.2212,0.2212
13314,0.1478,0.0223,0.1688,0.2212,0.2212
13315,0.1858,0.0223,0.1688,0.2212,0.2212
13327,0.1833,0.0197,0.2386,0.2983,0.2983
13330,0.1833,0.0197,0.2386,0.2983,0.2983
13335,0.1833,0.1031,0.4116,0.2254,0.2254
13338,0.1044,0.1031,0.1909,0.2254,0.2254
13339,0.1044,0.1031,0.1909,0.2254,0.2254
13340,0.1044,0.1031,0.1909,0.2254,0.2254
13363,0.12,0.0262,0.3287,0.2706,0.2706
13378,0.0903,0.0306,0.4099,0.2285,0.2285
